transaction_id,date,category,description,amount,payment_method,month,day_of_week,day_type
TXN100052,2026-08-04,Shopping,Clothing,119.19,Net Banking,2026-08,Tuesday,Weekday
TXN100723,2026-08-04,Food & Dining,Lunch,40.78,Cash,2026-08,Tuesday,Weekday
TXN100146,2026-08-05,Healthcare,Lab test,100.44,UPI,2026-08,Wednesday,Weekday
TXN100284,2026-08-05,Entertainment,Games,28.29,UPI,2026-08,Wednesday,Weekday
TXN100230,2026-08-05,Shopping,Shoes,96.79,Credit Card,2026-08,Wednesday,Weekday
TXN100273,2026-08-06,Bills & Utilities,Electricity,150.31,Credit Card,2026-08,Thursday,Weekday
TXN100236,2026-08-06,Personal Care,Salon,86.19,UPI,2026-08,Thursday,Weekday
TXN100961,2026-08-06,Bills & Utilities,Phone,14.72,Credit Card,2026-08,Thursday,Weekday
TXN100396,2026-08-07,Shopping,Clothing,61.19,Credit Card,2026-08,Friday,Weekday
TXN100613,2026-08-08,Shopping,Clothing,81.15,Credit Card,2026-08,Saturday,Weekend
TXN100599,2026-08-08,Transportation,Metro,18.78,Credit Card,2026-08,Saturday,Weekend
TXN100891,2026-08-08,Bills & Utilities,Internet,139.42,Credit Card,2026-08,Saturday,Weekend
TXN100758,2026-08-09,Groceries,Vegetables,91.59,UPI,2026-08,Sunday,Weekend
TXN100057,2026-08-10,Groceries,Vegetables,42.63,Debit Card,2026-08,Monday,Weekday
TXN100346,2026-08-10,Shopping,Shoes,128.34,Net Banking,2026-08,Monday,Weekday
TXN100510,2026-08-11,Transportation,Fuel,6.52,Debit Card,2026-08,Tuesday,Weekday
TXN100331,2026-08-11,Personal Care,Gym,47.84,Credit Card,2026-08,Tuesday,Weekday
TXN100842,2026-08-11,Groceries,Supermarket,66.85,UPI,2026-08,Tuesday,Weekday
TXN100663,2026-08-12,Miscellaneous,Gift,28.94,UPI,2026-08,Wednesday,Weekday
TXN100491,2026-08-12,Transportation,Uber,8.15,Debit Card,2026-08,Wednesday,Weekday
TXN100076,2026-08-12,Travel,Flight,300.36,Debit Card,2026-08,Wednesday,Weekday
TXN100549,2026-08-12,Shopping,Electronics,28.22,Credit Card,2026-08,Wednesday,Weekday
TXN100526,2026-08-12,Groceries,Vegetables,88.16,Debit Card,2026-08,Wednesday,Weekday
TXN100204,2026-08-13,Personal Care,Gym,43.92,Cash,2026-08,Thursday,Weekday
TXN100754,2026-08-14,Groceries,Vegetables,96.89,Debit Card,2026-08,Friday,Weekday
TXN100840,2026-08-14,Transportation,Uber,12.11,Debit Card,2026-08,Friday,Weekday
TXN100174,2026-08-15,Bills & Utilities,Electricity,89.87,Credit Card,2026-08,Saturday,Weekend
TXN100481,2026-08-15,Food & Dining,Fast food,4.65,Net Banking,2026-08,Saturday,Weekend
TXN100655,2026-08-15,Food & Dining,Restaurant,37.6,Cash,2026-08,Saturday,Weekend
TXN100548,2026-08-16,Food & Dining,Fast food,12.55,UPI,2026-08,Sunday,Weekend
TXN100874,2026-08-16,Food & Dining,Fast food,3.9,UPI,2026-08,Sunday,Weekend
TXN100987,2026-08-16,Groceries,Dairy,94.54,Credit Card,2026-08,Sunday,Weekend
TXN100106,2026-08-17,Miscellaneous,Gift,27.23,Credit Card,2026-08,Monday,Weekday
TXN100930,2026-08-17,Shopping,Electronics,118.04,UPI,2026-08,Monday,Weekday
TXN100679,2026-08-18,Groceries,Vegetables,23.68,Net Banking,2026-08,Tuesday,Weekday
TXN100862,2026-08-18,Shopping,Shoes,32.35,Cash,2026-08,Tuesday,Weekday
TXN100596,2026-08-18,Miscellaneous,Other,24.86,UPI,2026-08,Tuesday,Weekday
TXN100093,2026-08-18,Food & Dining,Lunch,51.56,Debit Card,2026-08,Tuesday,Weekday
TXN100721,2026-08-18,Bills & Utilities,Phone,89.12,Net Banking,2026-08,Tuesday,Weekday
TXN100169,2026-08-19,Entertainment,Games,38.64,Debit Card,2026-08,Wednesday,Weekday
TXN100861,2026-08-19,Food & Dining,Coffee,11.58,Cash,2026-08,Wednesday,Weekday
TXN100955,2026-08-20,Food & Dining,Fast food,53.46,Cash,2026-08,Thursday,Weekday
TXN100784,2026-08-20,Bills & Utilities,Electricity,130.84,Credit Card,2026-08,Thursday,Weekday
TXN100152,2026-08-20,Groceries,Vegetables,75.54,Debit Card,2026-08,Thursday,Weekday
TXN100779,2026-08-20,Entertainment,Games,51.9,Debit Card,2026-08,Thursday,Weekday
TXN100859,2026-08-21,Food & Dining,Lunch,44.24,Credit Card,2026-08,Friday,Weekday
TXN100894,2026-08-21,Healthcare,Pharmacy,105.81,Credit Card,2026-08,Friday,Weekday
TXN100482,2026-08-21,Shopping,Electronics,58.02,Net Banking,2026-08,Friday,Weekday
TXN100657,2026-08-21,Groceries,Dairy,34.55,Credit Card,2026-08,Friday,Weekday
TXN100332,2026-08-21,Shopping,Shoes,25.18,Net Banking,2026-08,Friday,Weekday
TXN100521,2026-08-22,Entertainment,Games,10.96,Credit Card,2026-08,Saturday,Weekend
TXN100829,2026-08-22,Healthcare,Pharmacy,2.84,UPI,2026-08,Saturday,Weekend
TXN100125,2026-08-22,Transportation,Fuel,13.63,Debit Card,2026-08,Saturday,Weekend
TXN100222,2026-08-22,Bills & Utilities,Internet,142.33,Credit Card,2026-08,Saturday,Weekend
TXN100717,2026-08-22,Food & Dining,Restaurant,50.84,Net Banking,2026-08,Saturday,Weekend
TXN100988,2026-08-23,Food & Dining,Restaurant,16.6,Debit Card,2026-08,Sunday,Weekend
TXN100439,2026-08-23,Transportation,Fuel,5.46,Credit Card,2026-08,Sunday,Weekend
TXN100695,2026-08-23,Rent,Monthly rent,793.18,Cash,2026-08,Sunday,Weekend
TXN100896,2026-08-23,Miscellaneous,Gift,9.8,Debit Card,2026-08,Sunday,Weekend
TXN100782,2026-08-24,Healthcare,Pharmacy,193.75,UPI,2026-08,Monday,Weekday
TXN100791,2026-08-24,Food & Dining,Restaurant,30.63,Debit Card,2026-08,Monday,Weekday
TXN100562,2026-08-24,Entertainment,Streaming,32.26,Cash,2026-08,Monday,Weekday
TXN100796,2026-08-25,Food & Dining,Lunch,27.12,Debit Card,2026-08,Tuesday,Weekday
TXN100124,2026-08-25,Transportation,Metro,23.86,Debit Card,2026-08,Tuesday,Weekday
TXN100650,2026-08-26,Entertainment,Movie,80.8,Debit Card,2026-08,Wednesday,Weekday
TXN100879,2026-08-26,Miscellaneous,Donation,57.89,Credit Card,2026-08,Wednesday,Weekday
TXN100648,2026-08-26,Entertainment,Movie,40.12,Net Banking,2026-08,Wednesday,Weekday
TXN100096,2026-08-26,Groceries,Supermarket,88.7,UPI,2026-08,Wednesday,Weekday
TXN100008,2026-08-27,Food & Dining,Lunch,39.23,Cash,2026-08,Thursday,Weekday
TXN100539,2026-08-28,Food & Dining,Restaurant,54.38,Debit Card,2026-08,Friday,Weekday
TXN100313,2026-08-28,Food & Dining,Lunch,34.66,Credit Card,2026-08,Friday,Weekday
TXN100058,2026-08-29,Transportation,Taxi,6.45,UPI,2026-08,Saturday,Weekend
TXN100914,2026-08-29,Food & Dining,Coffee,37.96,Cash,2026-08,Saturday,Weekend
TXN100534,2026-08-29,Food & Dining,Coffee,24.05,Credit Card,2026-08,Saturday,Weekend
TXN100063,2026-08-29,Transportation,Taxi,2.0,Debit Card,2026-08,Saturday,Weekend
TXN100902,2026-08-30,Entertainment,Movie,42.82,Cash,2026-08,Sunday,Weekend
TXN100493,2026-08-30,Shopping,Electronics,96.05,Credit Card,2026-08,Sunday,Weekend
TXN100033,2026-08-30,Transportation,Uber,10.67,Debit Card,2026-08,Sunday,Weekend
TXN100391,2026-08-30,Shopping,Shoes,86.36,Cash,2026-08,Sunday,Weekend
TXN100876,2026-08-30,Entertainment,Movie,98.33,Net Banking,2026-08,Sunday,Weekend
TXN100528,2026-08-31,Shopping,Shoes,67.09,Credit Card,2026-08,Monday,Weekday
TXN100708,2026-08-31,Bills & Utilities,Electricity,96.36,Debit Card,2026-08,Monday,Weekday
TXN100274,2026-08-31,Shopping,Electronics,166.21,Debit Card,2026-08,Monday,Weekday
TXN100771,2026-08-31,Food & Dining,Fast food,29.98,Cash,2026-08,Monday,Weekday
TXN100445,2026-09-01,Personal Care,Salon,51.34,Credit Card,2026-09,Tuesday,Weekday
TXN100827,2026-09-01,Bills & Utilities,Phone,76.98,Credit Card,2026-09,Tuesday,Weekday
TXN100251,2026-09-01,Personal Care,Spa,34.63,Debit Card,2026-09,Tuesday,Weekday
TXN100986,2026-09-01,Transportation,Uber,26.77,UPI,2026-09,Tuesday,Weekday
TXN100732,2026-09-02,Shopping,Electronics,68.08,Debit Card,2026-09,Wednesday,Weekday
TXN100939,2026-09-02,Miscellaneous,Gift,52.47,Credit Card,2026-09,Wednesday,Weekday
TXN100979,2026-09-03,Bills & Utilities,Electricity,88.8,Credit Card,2026-09,Thursday,Weekday
TXN100977,2026-09-03,Groceries,Vegetables,58.1,Cash,2026-09,Thursday,Weekday
TXN100883,2026-09-04,Food & Dining,Fast food,27.4,Credit Card,2026-09,Friday,Weekday
TXN100107,2026-09-04,Bills & Utilities,Internet,168.82,Credit Card,2026-09,Friday,Weekday
TXN100926,2026-09-04,Miscellaneous,Gift,21.62,UPI,2026-09,Friday,Weekday
TXN100038,2026-09-05,Education,Books,62.26,Debit Card,2026-09,Saturday,Weekend
TXN100248,2026-09-05,Personal Care,Spa,77.3,UPI,2026-09,Saturday,Weekend
TXN100067,2026-09-06,Groceries,Dairy,95.56,Cash,2026-09,Sunday,Weekend
TXN100815,2026-09-07,Transportation,Metro,20.75,Net Banking,2026-09,Monday,Weekday
TXN100632,2026-09-07,Food & Dining,Restaurant,35.35,UPI,2026-09,Monday,Weekday
TXN100258,2026-09-08,Entertainment,Streaming,50.04,Credit Card,2026-09,Tuesday,Weekday
TXN100292,2026-09-09,Education,Course,240.5,Credit Card,2026-09,Wednesday,Weekday
TXN100161,2026-09-09,Entertainment,Games,27.03,Debit Card,2026-09,Wednesday,Weekday
TXN100684,2026-09-09,Travel,Flight,521.39,Credit Card,2026-09,Wednesday,Weekday
TXN100925,2026-09-09,Shopping,Electronics,97.74,Cash,2026-09,Wednesday,Weekday
TXN100706,2026-09-10,Shopping,Shoes,73.11,Cash,2026-09,Thursday,Weekday
TXN100903,2026-09-11,Transportation,Fuel,17.77,Cash,2026-09,Friday,Weekday
TXN100984,2026-09-11,Food & Dining,Fast food,11.66,UPI,2026-09,Friday,Weekday
TXN100479,2026-09-11,Food & Dining,Fast food,28.3,Credit Card,2026-09,Friday,Weekday
TXN100297,2026-09-11,Entertainment,Streaming,10.7,Credit Card,2026-09,Friday,Weekday
TXN100199,2026-09-11,Personal Care,Gym,3.4,UPI,2026-09,Friday,Weekday
TXN100173,2026-09-12,Personal Care,Salon,31.2,Net Banking,2026-09,Saturday,Weekend
TXN100435,2026-09-12,Food & Dining,Lunch,22.11,Cash,2026-09,Saturday,Weekend
TXN100671,2026-09-12,Entertainment,Movie,54.35,Cash,2026-09,Saturday,Weekend
TXN100582,2026-09-12,Food & Dining,Restaurant,34.71,Cash,2026-09,Saturday,Weekend
TXN100872,2026-09-12,Groceries,Dairy,112.37,Debit Card,2026-09,Saturday,Weekend
TXN100735,2026-09-12,Healthcare,Pharmacy,167.42,Debit Card,2026-09,Saturday,Weekend
TXN100084,2026-09-13,Entertainment,Games,2.6,Debit Card,2026-09,Sunday,Weekend
TXN100266,2026-09-13,Groceries,Dairy,34.23,Credit Card,2026-09,Sunday,Weekend
TXN100517,2026-09-13,Food & Dining,Restaurant,62.88,Credit Card,2026-09,Sunday,Weekend
TXN100641,2026-09-13,Food & Dining,Restaurant,29.64,UPI,2026-09,Sunday,Weekend
TXN100314,2026-09-14,Education,Tuition,193.78,Net Banking,2026-09,Monday,Weekday
TXN100920,2026-09-14,Groceries,Vegetables,101.18,UPI,2026-09,Monday,Weekday
TXN100231,2026-09-15,Groceries,Supermarket,89.42,Credit Card,2026-09,Tuesday,Weekday
TXN100021,2026-09-15,Food & Dining,Fast food,36.93,Credit Card,2026-09,Tuesday,Weekday
TXN100357,2026-09-16,Entertainment,Movie,6.86,UPI,2026-09,Wednesday,Weekday
TXN100768,2026-09-16,Food & Dining,Lunch,6.15,Cash,2026-09,Wednesday,Weekday
TXN100002,2026-09-16,Entertainment,Movie,25.61,Debit Card,2026-09,Wednesday,Weekday
TXN100171,2026-09-16,Groceries,Dairy,127.03,Debit Card,2026-09,Wednesday,Weekday
TXN100255,2026-09-16,Transportation,Metro,2.0,Cash,2026-09,Wednesday,Weekday
